LastName75 FirstName75 5 3.0
LastName76 FirstName76 3 3.5
LastName77 FirstName77 4 2.1
LastName78 FirstName78 5 3.5
LastName79 FirstName79 3 1.2
LastName80 FirstName80 1 2.1
LastName81 FirstName81 4 3.5
LastName82 FirstName82 1 1.8
LastName83 FirstName83 4 1.2
LastName84 FirstName84 4 3.4
LastName85 FirstName85 4 1.4
LastName86 FirstName86 2 3.8
LastName87 FirstName87 3 3.3
LastName88 FirstName88 1 3.3
LastName89 FirstName89 2 3.5
LastName90 FirstName90 1 2.0
LastName91 FirstName91 3 2.1
LastName92 FirstName92 1 2.7
LastName93 FirstName93 3 3.3
LastName94 FirstName94 3 3.1
LastName95 FirstName95 3 1.9
LastName96 FirstName96 4 1.2
LastName97 FirstName97 5 2.2
LastName98 FirstName98 2 1.2
LastName99 FirstName99 2 3.6
LastName100 FirstName100 4 2.0
LastName101 FirstName101 1 3.2
LastName102 FirstName102 1 2.3
LastName103 FirstName103 3 2.9
LastName104 FirstName104 4 1.5
LastName105 FirstName105 1 3.7
LastName106 FirstName106 4 1.7
LastName107 FirstName107 4 3.6
LastName108 FirstName108 3 1.0
LastName109 FirstName109 4 2.8
LastName110 FirstName110 5 2.6
LastName111 FirstName111 3 1.6
LastName112 FirstName112 4 1.9
LastName113 FirstName113 1 3.9
LastName114 FirstName114 5 3.5
LastName115 FirstName115 4 2.5
LastName116 FirstName116 3 1.2
LastName117 FirstName117 3 3.5
LastName118 FirstName118 1 1.5
LastName119 FirstName119 2 3.6
LastName120 FirstName120 4 3.9
LastName121 FirstName121 2 2.2
LastName122 FirstName122 2 3.4
LastName123 FirstName123 2 1.2
LastName124 FirstName124 3 3.4
LastName125 FirstName125 4 1.9
LastName126 FirstName126 5 2.8
LastName127 FirstName127 3 3.6
LastName128 FirstName128 5 3.0
LastName129 FirstName129 3 2.6
LastName130 FirstName130 3 3.4
LastName131 FirstName131 1 1.0
LastName132 FirstName132 4 1.2
LastName133 FirstName133 2 3.0
LastName134 FirstName134 5 2.7
LastName135 FirstName135 1 1.3
LastName136 FirstName136 1 1.2
LastName137 FirstName137 4 1.9
LastName138 FirstName138 3 3.5
LastName139 FirstName139 4 2.9
LastName140 FirstName140 2 2.2
LastName141 FirstName141 5 2.1
LastName142 FirstName142 2 1.5
LastName143 FirstName143 2 1.4
LastName144 FirstName144 2 1.5
LastName145 FirstName145 4 2.6
LastName146 FirstName146 5 3.8
LastName147 FirstName147 1 3.6
LastName148 FirstName148 3 3.1
LastName149 FirstName149 4 3.2
LastName150 FirstName150 2 2.6
LastName151 FirstName151 4 2.5
LastName152 FirstName152 1 1.2
LastName153 FirstName153 5 1.3
LastName154 FirstName154 5 2.9
LastName155 FirstName155 5 2.8
LastName156 FirstName156 3 1.7
LastName157 FirstName157 5 2.9
LastName158 FirstName158 5 1.2
LastName159 FirstName159 2 3.6
LastName160 FirstName160 3 1.2
LastName161 FirstName161 4 1.6
LastName162 FirstName162 4 2.5
LastName163 FirstName163 3 3.3
LastName164 FirstName164 5 2.5
LastName165 FirstName165 3 2.7
LastName166 FirstName166 4 3.1
LastName167 FirstName167 5 3.1
LastName168 FirstName168 3 1.3
LastName169 FirstName169 1 2.2
LastName170 FirstName170 3 1.9
LastName171 FirstName171 4 2.9
LastName172 FirstName172 1 3.7
LastName173 FirstName173 4 3.9
LastName174 FirstName174 5 2.5
LastName175 FirstName175 3 3.7
LastName176 FirstName176 4 2.7
LastName177 FirstName177 1 2.8
LastName178 FirstName178 2 3.2
LastName179 FirstName179 4 2.0
LastName180 FirstName180 5 3.2
LastName181 FirstName181 5 3.8
LastName182 FirstName182 3 1.3
LastName183 FirstName183 3 3.1
LastName184 FirstName184 5 1.2
LastName185 FirstName185 5 2.4
LastName186 FirstName186 2 2.2
LastName187 FirstName187 2 2.4
LastName188 FirstName188 3 2.7
LastName189 FirstName189 3 3.9
LastName190 FirstName190 4 2.2
LastName191 FirstName191 5 2.2
LastName192 FirstName192 1 3.0
LastName193 FirstName193 1 2.0
LastName194 FirstName194 1 3.5
LastName195 FirstName195 4 3.9
LastName196 FirstName196 5 2.8
LastName197 FirstName197 4 1.1
LastName198 FirstName198 3 3.4
LastName199 FirstName199 2 2.5
LastName200 FirstName200 3 2.4
LastName201 FirstName201 5 3.5
LastName202 FirstName202 4 2.3
LastName203 FirstName203 3 2.1
LastName204 FirstName204 4 1.9
LastName205 FirstName205 3 2.4
LastName206 FirstName206 1 2.2
LastName207 FirstName207 5 1.5
LastName208 FirstName208 5 3.9
LastName209 FirstName209 3 3.3
LastName210 FirstName210 2 2.1
LastName211 FirstName211 1 3.3
LastName212 FirstName212 5 3.8
LastName213 FirstName213 1 2.3
LastName214 FirstName214 4 1.3
LastName215 FirstName215 1 2.6
LastName216 FirstName216 1 3.2
LastName217 FirstName217 3 2.4
LastName218 FirstName218 5 1.3
LastName219 FirstName219 2 2.7
LastName220 FirstName220 2 3.0
LastName221 FirstName221 3 2.6
LastName222 FirstName222 4 1.9
LastName223 FirstName223 2 3.4
LastName224 FirstName224 4 3.8
LastName225 FirstName225 3 3.7
LastName226 FirstName226 3 1.9
LastName227 FirstName227 2 3.8
LastName228 FirstName228 3 1.8
LastName229 FirstName229 3 2.7
LastName230 FirstName230 4 2.0
LastName231 FirstName231 5 3.8
LastName232 FirstName232 5 3.8
LastName233 FirstName233 5 2.5
LastName234 FirstName234 4 1.8
LastName235 FirstName235 4 1.0
LastName236 FirstName236 1 3.2
LastName237 FirstName237 3 3.0
LastName238 FirstName238 5 2.8
LastName239 FirstName239 4 1.8
LastName240 FirstName240 3 1.2
LastName241 FirstName241 3 3.5
LastName242 FirstName242 2 1.7
LastName243 FirstName243 1 1.1
LastName244 FirstName244 4 2.6
LastName245 FirstName245 5 2.3
LastName246 FirstName246 3 1.9
LastName247 FirstName247 3 3.3
LastName248 FirstName248 5 2.3
LastName249 FirstName249 1 1.0
LastName250 FirstName250 5 2.8
LastName251 FirstName251 3 1.3
LastName252 FirstName252 4 1.2
LastName253 FirstName253 4 3.8
LastName254 FirstName254 1 1.3
LastName255 FirstName255 1 3.7
LastName256 FirstName256 1 3.5
LastName257 FirstName257 1 2.5
LastName258 FirstName258 1 3.9
LastName259 FirstName259 2 1.3
LastName260 FirstName260 2 3.1
LastName261 FirstName261 1 3.5
LastName262 FirstName262 4 1.6
LastName263 FirstName263 1 2.2
LastName264 FirstName264 4 1.6
LastName265 FirstName265 3 1.3
LastName266 FirstName266 1 2.9
LastName267 FirstName267 4 3.1
LastName268 FirstName268 3 2.2
LastName269 FirstName269 5 1.0
LastName270 FirstName270 3 2.1
LastName271 FirstName271 3 3.8
LastName272 FirstName272 1 3.6
LastName273 FirstName273 3 1.5
LastName274 FirstName274 1 1.5
LastName275 FirstName275 5 1.2
LastName276 FirstName276 1 1.8
LastName277 FirstName277 2 1.4
LastName278 FirstName278 3 1.7
LastName279 FirstName279 4 1.3
LastName280 FirstName280 1 1.7
LastName281 FirstName281 3 3.1
LastName282 FirstName282 1 2.8
LastName283 FirstName283 2 2.4
LastName284 FirstName284 2 3.1
LastName285 FirstName285 3 3.9
LastName286 FirstName286 3 3.6
LastName287 FirstName287 3 2.5
LastName288 FirstName288 3 2.7
LastName289 FirstName289 5 3.7
LastName290 FirstName290 3 3.9
LastName291 FirstName291 3 2.4
LastName292 FirstName292 5 3.4
LastName293 FirstName293 3 1.1
LastName294 FirstName294 5 2.8
LastName295 FirstName295 5 1.7
LastName296 FirstName296 1 1.2
LastName297 FirstName297 2 3.5
LastName298 FirstName298 4 2.7
LastName299 FirstName299 3 2.2
LastName300 FirstName300 1 3.8
LastName301 FirstName301 4 3.3
LastName302 FirstName302 3 3.7
LastName303 FirstName303 5 2.8
LastName304 FirstName304 3 2.4
LastName305 FirstName305 3 3.1
LastName306 FirstName306 2 3.9
LastName307 FirstName307 5 3.9
LastName308 FirstName308 2 3.8
LastName309 FirstName309 2 1.8
LastName310 FirstName310 3 1.2
LastName311 FirstName311 3 2.0
LastName312 FirstName312 3 1.8
LastName313 FirstName313 2 2.9
LastName314 FirstName314 1 3.3
LastName315 FirstName315 5 2.9
LastName316 FirstName316 2 2.2
LastName317 FirstName317 5 3.9
LastName318 FirstName318 3 2.3
LastName319 FirstName319 1 2.4
LastName320 FirstName320 5 3.1
LastName321 FirstName321 5 1.2
LastName322 FirstName322 1 3.8
LastName323 FirstName323 3 3.6
LastName324 FirstName324 3 2.8
LastName325 FirstName325 1 1.6
LastName326 FirstName326 5 1.7
LastName327 FirstName327 2 3.1
LastName328 FirstName328 2 1.4
LastName329 FirstName329 2 1.5
LastName330 FirstName330 4 1.6
LastName331 FirstName331 4 2.9
LastName332 FirstName332 3 2.9
LastName333 FirstName333 1 3.4
LastName334 FirstName334 3 2.3
LastName335 FirstName335 2 3.9
LastName336 FirstName336 3 2.0
LastName337 FirstName337 1 2.9
LastName338 FirstName338 4 3.5
LastName339 FirstName339 4 1.8
LastName340 FirstName340 5 2.5
LastName341 FirstName341 1 2.6
LastName342 FirstName342 4 1.8
LastName343 FirstName343 5 3.0
LastName344 FirstName344 2 2.1
LastName345 FirstName345 1 3.6
LastName346 FirstName346 1 3.8
LastName347 FirstName347 2 1.5
LastName348 FirstName348 5 2.9
LastName349 FirstName349 2 3.3
LastName350 FirstName350 5 1.4
LastName351 FirstName351 2 3.2
LastName352 FirstName352 2 2.3
LastName353 FirstName353 2 3.4
LastName354 FirstName354 5 2.7
LastName355 FirstName355 2 3.6
LastName356 FirstName356 1 3.0
LastName357 FirstName357 5 3.5
LastName358 FirstName358 5 2.8
LastName359 FirstName359 5 1.8
LastName360 FirstName360 5 1.6
LastName361 FirstName361 4 3.7
LastName362 FirstName362 4 3.2
LastName363 FirstName363 4 1.6
LastName364 FirstName364 1 3.8
LastName365 FirstName365 3 2.4
LastName366 FirstName366 5 3.7
LastName367 FirstName367 3 3.3
LastName368 FirstName368 3 2.7
LastName369 FirstName369 4 1.1
LastName370 FirstName370 1 2.5
LastName371 FirstName371 5 2.0
LastName372 FirstName372 1 1.8
LastName373 FirstName373 5 3.8
LastName374 FirstName374 1 3.1
LastName375 FirstName375 2 2.2
LastName376 FirstName376 2 2.0
LastName377 FirstName377 3 2.7
LastName378 FirstName378 2 3.3
LastName379 FirstName379 3 1.4
LastName380 FirstName380 5 1.4
LastName381 FirstName381 4 1.6
LastName382 FirstName382 1 1.4
LastName383 FirstName383 4 1.5
LastName384 FirstName384 3 3.5
LastName385 FirstName385 5 2.6
LastName386 FirstName386 1 2.3
LastName387 FirstName387 4 1.6
LastName388 FirstName388 1 1.0
LastName389 FirstName389 3 1.4
LastName390 FirstName390 4 2.3
LastName391 FirstName391 1 1.4
LastName392 FirstName392 3 3.0
LastName393 FirstName393 5 3.3
LastName394 FirstName394 2 2.9
LastName395 FirstName395 1 3.8
LastName396 FirstName396 4 2.3
LastName397 FirstName397 4 2.1
LastName398 FirstName398 3 2.2
LastName399 FirstName399 2 3.3
LastName400 FirstName400 2 2.6
LastName401 FirstName401 5 2.7
LastName402 FirstName402 3 3.5
LastName403 FirstName403 5 3.8
LastName404 FirstName404 5 2.4
LastName405 FirstName405 5 2.4
LastName406 FirstName406 1 3.8
LastName407 FirstName407 2 2.4
LastName408 FirstName408 1 2.6
LastName409 FirstName409 5 1.8
LastName410 FirstName410 2 1.0
LastName411 FirstName411 4 3.3
LastName412 FirstName412 4 3.3
LastName413 FirstName413 1 1.1
LastName414 FirstName414 3 3.3
LastName415 FirstName415 5 1.3
LastName416 FirstName416 4 2.6
LastName417 FirstName417 2 1.8
LastName418 FirstName418 3 1.0
LastName419 FirstName419 1 1.7
LastName420 FirstName420 5 1.8
LastName421 FirstName421 3 2.7
LastName422 FirstName422 2 1.6
LastName423 FirstName423 5 2.6
LastName424 FirstName424 1 3.8
LastName425 FirstName425 2 1.1
LastName426 FirstName426 1 2.0
LastName427 FirstName427 5 2.4
LastName428 FirstName428 3 2.8
LastName429 FirstName429 2 1.7
LastName430 FirstName430 4 2.3
LastName431 FirstName431 5 1.6
LastName432 FirstName432 2 2.9
LastName433 FirstName433 5 2.2
LastName434 FirstName434 1 2.9
LastName435 FirstName435 1 2.3
LastName436 FirstName436 3 1.1
LastName437 FirstName437 5 1.3
LastName438 FirstName438 3 2.0
LastName439 FirstName439 2 2.5
LastName440 FirstName440 4 1.8
LastName441 FirstName441 4 2.4
LastName442 FirstName442 2 1.8
LastName443 FirstName443 1 1.9
LastName444 FirstName444 5 3.8
LastName445 FirstName445 4 3.6
LastName446 FirstName446 1 2.9
LastName447 FirstName447 1 1.8
LastName448 FirstName448 2 2.4
LastName449 FirstName449 2 3.6
LastName450 FirstName450 3 1.9
LastName451 FirstName451 4 2.4
LastName452 FirstName452 1 3.2
LastName453 FirstName453 3 3.2
LastName454 FirstName454 3 3.1
LastName455 FirstName455 1 2.1
LastName456 FirstName456 4 1.5
LastName457 FirstName457 1 1.9
LastName458 FirstName458 5 3.5
LastName459 FirstName459 2 3.7
LastName460 FirstName460 3 2.8
LastName461 FirstName461 3 3.7
LastName462 FirstName462 2 2.6
LastName463 FirstName463 5 1.7
LastName464 FirstName464 4 1.6
LastName465 FirstName465 2 1.8
LastName466 FirstName466 2 3.8
LastName467 FirstName467 5 3.5
LastName468 FirstName468 1 2.5
LastName469 FirstName469 1 3.6
LastName470 FirstName470 5 1.8
LastName471 FirstName471 4 3.1
LastName472 FirstName472 4 2.6
LastName473 FirstName473 3 1.0
LastName474 FirstName474 3 2.7
LastName475 FirstName475 2 1.7
LastName476 FirstName476 1 2.7
LastName477 FirstName477 1 3.4
LastName478 FirstName478 1 1.1
LastName479 FirstName479 4 2.8
LastName480 FirstName480 3 1.0
LastName481 FirstName481 2 3.5
LastName482 FirstName482 1 3.8
LastName483 FirstName483 2 1.6
LastName484 FirstName484 3 3.9
LastName485 FirstName485 5 2.1
LastName486 FirstName486 3 3.2
LastName487 FirstName487 4 3.2
LastName488 FirstName488 3 1.4
LastName489 FirstName489 1 1.5
LastName490 FirstName490 4 3.6
LastName491 FirstName491 2 3.7
LastName492 FirstName492 5 2.6
LastName493 FirstName493 3 1.7
LastName494 FirstName494 4 1.8
LastName495 FirstName495 4 2.8
LastName496 FirstName496 1 3.3
LastName497 FirstName497 2 1.0
LastName498 FirstName498 3 3.7
LastName499 FirstName499 2 1.2
LastName500 FirstName500 3 1.8
LastName501 FirstName501 1 3.1
LastName502 FirstName502 4 3.4
LastName503 FirstName503 5 1.3
LastName504 FirstName504 2 2.5
LastName505 FirstName505 4 2.6
LastName506 FirstName506 4 3.5
LastName507 FirstName507 5 3.3
LastName508 FirstName508 5 1.6
LastName509 FirstName509 2 2.3
LastName510 FirstName510 1 2.1
LastName511 FirstName511 1 1.8
LastName512 FirstName512 2 1.3
LastName513 FirstName513 4 3.2
LastName514 FirstName514 2 2.8
LastName515 FirstName515 5 3.9
LastName516 FirstName516 1 1.8
LastName517 FirstName517 3 3.2
LastName518 FirstName518 1 1.6
LastName519 FirstName519 2 3.7
LastName520 FirstName520 2 2.5
LastName521 FirstName521 5 2.1
LastName522 FirstName522 5 1.1
LastName523 FirstName523 1 2.4
LastName524 FirstName524 3 1.5
LastName525 FirstName525 4 3.1
LastName526 FirstName526 5 3.9
LastName527 FirstName527 5 1.1
LastName528 FirstName528 3 1.1
LastName529 FirstName529 3 1.5
LastName530 FirstName530 3 2.9
LastName531 FirstName531 5 2.8
LastName532 FirstName532 3 1.4
LastName533 FirstName533 5 3.0
LastName534 FirstName534 1 2.6
LastName535 FirstName535 4 2.9
LastName536 FirstName536 2 2.1
LastName537 FirstName537 4 3.7
LastName538 FirstName538 5 1.2
LastName539 FirstName539 2 1.1
LastName540 FirstName540 3 2.3
LastName541 FirstName541 2 1.9
LastName542 FirstName542 2 2.5
LastName543 FirstName543 3 3.2
LastName544 FirstName544 5 3.9
LastName545 FirstName545 4 3.3
LastName546 FirstName546 4 2.3
LastName547 FirstName547 3 2.3
LastName548 FirstName548 2 3.2
LastName549 FirstName549 4 2.6
LastName550 FirstName550 2 2.2
LastName551 FirstName551 1 2.7
LastName552 FirstName552 5 2.4
LastName553 FirstName553 2 2.6
LastName554 FirstName554 2 2.6
LastName555 FirstName555 1 1.1
LastName556 FirstName556 1 3.2
LastName557 FirstName557 3 2.3
LastName558 FirstName558 3 2.3
LastName559 FirstName559 3 3.7
LastName560 FirstName560 2 2.1
LastName561 FirstName561 2 2.1
LastName562 FirstName562 2 1.8
LastName563 FirstName563 5 1.5
LastName564 FirstName564 5 3.1
LastName565 FirstName565 5 3.3
LastName566 FirstName566 4 1.2
LastName567 FirstName567 4 2.4
LastName568 FirstName568 3 3.4
LastName569 FirstName569 2 1.0
LastName570 FirstName570 4 2.7
LastName571 FirstName571 4 2.6
LastName572 FirstName572 2 3.8
LastName573 FirstName573 5 3.9
LastName574 FirstName574 4 3.7
LastName575 FirstName575 4 1.3
LastName576 FirstName576 2 2.3
LastName577 FirstName577 5 3.6
LastName578 FirstName578 2 1.4
LastName579 FirstName579 2 1.5
LastName580 FirstName580 4 3.5
LastName581 FirstName581 1 3.1
LastName582 FirstName582 1 2.0
LastName583 FirstName583 4 3.9
LastName584 FirstName584 5 3.7
LastName585 FirstName585 5 3.5
LastName586 FirstName586 5 2.7
LastName587 FirstName587 4 2.3
LastName588 FirstName588 3 2.2
LastName589 FirstName589 4 1.2
LastName590 FirstName590 2 3.9
LastName591 FirstName591 4 2.4
LastName592 FirstName592 2 3.1
LastName593 FirstName593 4 3.6
LastName594 FirstName594 1 1.6
LastName595 FirstName595 1 2.4
LastName596 FirstName596 2 2.5
LastName597 FirstName597 1 1.5
LastName598 FirstName598 2 2.5
LastName599 FirstName599 4 2.6
LastName600 FirstName600 4 1.0
LastName601 FirstName601 5 1.0
LastName602 FirstName602 2 2.3
LastName603 FirstName603 5 2.3
LastName604 FirstName604 5 2.9
LastName605 FirstName605 1 1.0
LastName606 FirstName606 5 2.3
LastName607 FirstName607 3 3.0
LastName608 FirstName608 1 2.1
LastName609 FirstName609 2 1.6
LastName610 FirstName610 4 2.9
LastName611 FirstName611 1 1.0
LastName612 FirstName612 4 1.0
LastName613 FirstName613 5 2.7
LastName614 FirstName614 1 2.5
LastName615 FirstName615 2 1.3
LastName616 FirstName616 1 3.9
LastName617 FirstName617 2 3.9
LastName618 FirstName618 5 3.2
LastName619 FirstName619 5 2.5
LastName620 FirstName620 2 2.9
LastName621 FirstName621 1 2.5
LastName622 FirstName622 2 2.7
LastName623 FirstName623 1 2.1
LastName624 FirstName624 1 3.9
LastName625 FirstName625 4 1.9
LastName626 FirstName626 2 1.1
LastName627 FirstName627 3 1.4
LastName628 FirstName628 3 3.9
LastName629 FirstName629 4 3.3
LastName630 FirstName630 2 2.4
LastName631 FirstName631 3 1.4
LastName632 FirstName632 1 1.7
LastName633 FirstName633 4 3.4
LastName634 FirstName634 4 1.7
LastName635 FirstName635 2 1.5
LastName636 FirstName636 2 3.4
LastName637 FirstName637 4 2.3
LastName638 FirstName638 3 1.5
LastName639 FirstName639 5 1.2
LastName640 FirstName640 2 3.2
LastName641 FirstName641 5 2.0
LastName642 FirstName642 5 3.2
LastName643 FirstName643 2 2.4
LastName644 FirstName644 2 3.4
LastName645 FirstName645 4 3.3
LastName646 FirstName646 5 2.0
LastName647 FirstName647 2 1.8
LastName648 FirstName648 1 1.7
LastName649 FirstName649 1 2.0
LastName650 FirstName650 1 1.5
LastName651 FirstName651 4 1.4
LastName652 FirstName652 2 1.1
LastName653 FirstName653 3 2.5
LastName654 FirstName654 3 3.9
LastName655 FirstName655 4 2.3
LastName656 FirstName656 5 3.5
LastName657 FirstName657 1 3.8
LastName658 FirstName658 1 2.4
LastName659 FirstName659 4 2.2
LastName660 FirstName660 3 2.9
LastName661 FirstName661 1 1.1
LastName662 FirstName662 1 2.2
LastName663 FirstName663 5 1.2
LastName664 FirstName664 2 2.0
LastName665 FirstName665 4 3.5
LastName666 FirstName666 5 3.6
LastName667 FirstName667 4 2.4
LastName668 FirstName668 2 2.0
LastName669 FirstName669 5 2.7
LastName670 FirstName670 5 1.2
LastName671 FirstName671 5 2.1
LastName672 FirstName672 1 3.1
LastName673 FirstName673 3 1.2
LastName674 FirstName674 2 1.7
LastName675 FirstName675 1 1.5
LastName676 FirstName676 4 3.4
LastName677 FirstName677 5 2.9
LastName678 FirstName678 3 3.9
LastName679 FirstName679 1 3.1
LastName680 FirstName680 1 3.1
LastName681 FirstName681 2 2.2
LastName682 FirstName682 3 3.3
LastName683 FirstName683 1 1.2
LastName684 FirstName684 5 2.1
LastName685 FirstName685 3 1.1
LastName686 FirstName686 1 3.2
LastName687 FirstName687 3 2.8
LastName688 FirstName688 2 1.3
LastName689 FirstName689 4 2.8
LastName690 FirstName690 3 3.3
LastName691 FirstName691 3 3.5
LastName692 FirstName692 3 3.3
LastName693 FirstName693 1 1.4
LastName694 FirstName694 1 1.8
LastName695 FirstName695 3 1.9
LastName696 FirstName696 2 1.3
LastName697 FirstName697 5 1.6
LastName698 FirstName698 2 1.1
LastName699 FirstName699 1 2.2
LastName700 FirstName700 5 1.6
LastName701 FirstName701 2 1.0
LastName702 FirstName702 1 2.0
LastName703 FirstName703 3 3.4
LastName704 FirstName704 5 3.0
LastName705 FirstName705 4 3.8
LastName706 FirstName706 3 1.2
LastName707 FirstName707 4 2.7
LastName708 FirstName708 3 3.1
LastName709 FirstName709 2 2.4
LastName710 FirstName710 1 3.4
LastName711 FirstName711 3 3.5
LastName712 FirstName712 5 2.0
LastName713 FirstName713 1 3.3
LastName714 FirstName714 1 1.6
LastName715 FirstName715 3 2.7
LastName716 FirstName716 3 2.6
LastName717 FirstName717 3 3.9
LastName718 FirstName718 3 1.3
LastName719 FirstName719 4 1.5
LastName720 FirstName720 5 1.3
LastName721 FirstName721 2 2.6
LastName722 FirstName722 4 3.3
LastName723 FirstName723 2 2.8
LastName724 FirstName724 5 3.8
LastName725 FirstName725 5 1.6
LastName726 FirstName726 5 1.9
LastName727 FirstName727 2 1.7
LastName728 FirstName728 4 3.9
LastName729 FirstName729 1 2.4
LastName730 FirstName730 5 1.4
LastName731 FirstName731 4 2.0
LastName732 FirstName732 4 1.4
LastName733 FirstName733 2 3.4
LastName734 FirstName734 5 2.1
LastName735 FirstName735 5 2.5
LastName736 FirstName736 3 1.5
LastName737 FirstName737 2 1.1
LastName738 FirstName738 2 2.4
LastName739 FirstName739 3 2.1
LastName740 FirstName740 3 3.6
LastName741 FirstName741 4 1.9
LastName742 FirstName742 2 1.2
LastName743 FirstName743 1 1.1
LastName744 FirstName744 5 3.9
LastName745 FirstName745 1 3.4
LastName746 FirstName746 3 1.7
LastName747 FirstName747 2 2.7
LastName748 FirstName748 4 3.5
LastName749 FirstName749 5 3.0
LastName750 FirstName750 4 2.9
LastName751 FirstName751 4 2.8
LastName752 FirstName752 2 1.9
LastName753 FirstName753 5 3.2
LastName754 FirstName754 4 3.0
LastName755 FirstName755 4 1.8
LastName756 FirstName756 3 2.5
LastName757 FirstName757 3 3.9
LastName758 FirstName758 3 3.4
LastName759 FirstName759 2 1.4
LastName760 FirstName760 2 1.6
LastName761 FirstName761 2 1.6
LastName762 FirstName762 3 2.9
LastName763 FirstName763 2 3.2
LastName764 FirstName764 4 1.7
LastName765 FirstName765 3 2.4
LastName766 FirstName766 2 1.0
LastName767 FirstName767 3 3.0
LastName768 FirstName768 1 1.1
LastName769 FirstName769 4 3.8
LastName770 FirstName770 5 3.2
LastName771 FirstName771 3 3.0
LastName772 FirstName772 4 2.8
LastName773 FirstName773 2 3.2
LastName774 FirstName774 5 3.2
LastName775 FirstName775 2 3.0
LastName776 FirstName776 4 3.6
LastName777 FirstName777 1 2.8
LastName778 FirstName778 3 2.2
LastName779 FirstName779 4 3.9
LastName780 FirstName780 3 3.5
LastName781 FirstName781 4 1.1
LastName782 FirstName782 2 2.7
LastName783 FirstName783 3 2.9
LastName784 FirstName784 1 3.1
LastName785 FirstName785 1 1.2
LastName786 FirstName786 5 2.5
LastName787 FirstName787 4 3.8
LastName788 FirstName788 3 3.6
LastName789 FirstName789 2 2.5
LastName790 FirstName790 2 3.6
LastName791 FirstName791 5 2.0
LastName792 FirstName792 3 3.2
LastName793 FirstName793 4 2.7
LastName794 FirstName794 5 1.6
LastName795 FirstName795 4 3.7
LastName796 FirstName796 1 2.6
LastName797 FirstName797 4 2.4
LastName798 FirstName798 4 1.9
LastName799 FirstName799 2 1.2
LastName800 FirstName800 1 3.0
LastName801 FirstName801 3 3.8
LastName802 FirstName802 5 2.4
LastName803 FirstName803 5 2.8
LastName804 FirstName804 1 2.0
LastName805 FirstName805 2 2.8
LastName806 FirstName806 1 1.4
LastName807 FirstName807 1 3.5
LastName808 FirstName808 1 1.7
LastName809 FirstName809 5 3.8
LastName810 FirstName810 1 2.8
LastName811 FirstName811 2 1.9
LastName812 FirstName812 2 3.0
LastName813 FirstName813 1 1.8
LastName814 FirstName814 1 3.4
LastName815 FirstName815 4 3.8
LastName816 FirstName816 1 3.3
LastName817 FirstName817 3 3.9
LastName818 FirstName818 4 2.8
LastName819 FirstName819 1 1.0
LastName820 FirstName820 1 1.9
LastName821 FirstName821 2 2.9
LastName822 FirstName822 1 3.2
